tag_grouping,message,category_20,bucket_original,full_conversion
UpF,Hey Dena! been a while since we've heard from you so wanted to check in! are you still looking to earn with doordash? -Alex with doordash,Unclassified,TSI-WN-001,True
UpF,"some tips before you dash! make sure wifi is turned off so you dont accidentally connect to the internet, it messes with the system. When an order pops up and you see the info for it, look at the pay vs the miles before accepting it! Go to a hotspot that you know accepts online orders to increase your chance of getting a good one!
If you need anything remember I'm here for you and tech support is in the app for quick help!",Needs Guidance,TSI-WN-001,True
UpF,"Hey Dena! Most of our dashers are using DoorDash to help with high grocery costs these days. A day of dashing for me usually takes care of my Costco run! Would love to get you started, do you have a minute to finish the application today?",Needs Guidance,TSI-WN-001,True
UpF,"makes sense! also as a heads up, I know my sister and I dash with our kids, one of us sitting with them the other running the food but not for everyone I know! Just a heads up, for dashers in your situation I suggest trying to take 15-30 min to just do one dash so we can send out the kit ASAP! Is that possible this week?",Personal Circumstances,TSI-WN-001,True
UpF,How long does it take to get the email verifying my identity?  I did the photo of my ID and a face scan.,Documents,TSI-WN-001,True
UpF,"Hi Dena! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,True
UpF,My son is 17 so he's going to be helping me.  I'm old lol.,Needs Guidance,TSI-WN-001,True
UpF,"Hi Dena! I hope your day is going well. 4dwerner@gmail.com is the email on file, Looks like its stuck!
Try Logging back in through the dasher app and wait at LEAST 30 seconds on the page saying your ID is processing, that will push it through! 
I'll be your onboarding specialist here to assist you through your DoorDash application and first few weeks of dashing. Feel free to reach out if you have any questions or need assistance! :) -Alex, DoorDash Onboarding",Needs Guidance,TSI-WN-001,True
UpF,I have a pickup at a 7-Eleven that is liquor. And it's not giving me the directions it's not working like it normally does all it says is return to task but it just takes me to a black screen with the red check mark in the center. What how do I handle liquor because it's not giving me directions,App Issues,TSI-WN-001,True
UpF,I'm still interested in door dash but it will be sporadic as best until summer and my son is out of school.  So end of May.,Unclassified,TSI-WN-001,True
UpF,I got it straightened out and figured out the ID scan.,Documents,TSI-WN-001,True
UpF,He's going to be my Runner running and get food or whatever the case is or dropping it off. It helps him get past some of his social anxiety as well,Needs Guidance,TSI-WN-001,True
UpF,Hi Dena! just checking in to see if that error with the dasher app worked out with my advice or not. -Alex with Doordash,App Issues,TSI-WN-001,True
UpF,We've done like 5 or 6.  It was a bit confusing at first but we got the hang of it now.,Unclassified,TSI-WN-001,True
UpF,We are getting ready to dash for the first time. We are headed to the Arnold area,Scheduling Issues,TSI-WN-001,True
UpF,"If not, you can try to submit a case here: https://doordash.workflowcloud.com/forms/b9499405-063a-425b-9d98-5b64d40950bd",Process Questions,TSI-WN-001,
UpF,Do you have a State ID or US passport?,Documents,TSI-WN-001,
UpF,"I have my state ID, and no I haven't recently tried",Documents,TSI-WN-001,
UpF,No problem :) Ask away!,Unclassified,TSI-WN-001,
UpF,Have you filled out a form to try your ID verification again?,Documents,TSI-WN-001,
UpF,"It's off-topic; I'm not sure if you can answer or not, but you should follow me on Instagram, and we can be mutuals.",Needs Guidance,TSI-WN-001,
UpF,"Désolé si cette question vous met mal à l'aise, mon cœur.",Unclassified,TSI-WN-001,
UpF,"My driver license, but it's currently on paper bc the real id hasn't been delivered yet",Documents,TSI-WN-001,
UpF,Hello :) what kind of ID are you using for your ID verification?,Documents,TSI-WN-001,
UpF,How are you,Unclassified,TSI-WN-001,
UpF,Great! We can use your State ID for the ID verification as long as it's valid. Your ID verification so you will need to fill out an appeal form before trying again. Have you done that yet?,App Issues,TSI-WN-001,
UpF,Hey Alex,Unclassified,TSI-WN-001,
UpF,Okay thank you!,Unclassified,TSI-WN-001,
UpF,I have one more question,Unclassified,TSI-WN-001,
UpF,"Hi Khilynd, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi Besser, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,"Hi Besser, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,great! You just log back into the Doordash Driver App! sasha28107@yahoo.com is the email on file and if you need help just reach out! I'll be your onboarding support for the next few weeks so please let me know what you need!,Needs Guidance,TSI-WN-001,
UpF,"No, I just need to submit my drivers liscense",Unclassified,TSI-WN-001,
UpF,Hey! Did you get the chance to complete the application and submit your background check?,Background Check,TSI-WN-001,
UpF,"Hi Victoria, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,Hey there my friend - I would love to hear back from you so that I can continue to assist you in your success here working with doordash. Do you have time to shoot me a text?,Scheduling Issues,TSI-WN-001,
UpF,"Hi Donald, just checking in. Hope you're having a great day. Were you able to submit an ID for verification?",Documents,TSI-WN-001,
UpF,"Hey Donald! It was a pleasure speaking with you! Just to remind you, I'm Alex your DoorDash onboarding specialist. Let me know when you're able to submit that so I can put in an inquiry and check the status for you. Thanks!",Scheduling Issues,TSI-WN-001,
UpF,"Hi Donald, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi Donald hope all is well, just a friendly reminder, did you have 3 minutes to login to the dasher app with d_c_phillips@yahoo.com and submit that ID to be verified?",App Issues,TSI-WN-001,
UpF,"Hi Scott, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,False
UpF,Hi Scott! Great news - you're all approved to start delivering with DoorDash. Start today and take control of your financial goals! Reply 'STOP' to opt out.,App Issues,TSI-WN-001,False
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,False
UpF,Stop,Unclassified,TSI-WN-001,
UpF,"Hi Jessica! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,"I won't be doing it any longer, thank you",Unclassified,TSI-WN-001,
UpF,It states that my identity is still being verified- it's also said that for a few days now,Documents,TSI-WN-001,
UpF,Hey Emily! It's Alex with DoorDash. You are all clear to start making money (: The final and most important step is making your first delivery. After that we will get you your FREE welcome kit sent out! What day works best for you to try out your first delivery and finish your onboarding?,Payment Questions,TSI-WN-001,
UpF,"Looks like your ID has been pending longer than usual. Luckily this is a common glitch! Try logging in with emconner555@gmail.com on the Dasher app. Once you get to the page that says ""currently verifying your identity"" let it sit for a couple minutes and then it should prompt you to complete the background check! Do you have a few minutes to try this out? Let me know so I can check on your results !",Background Check,TSI-WN-001,
UpF,Hey there Emily it's Alex with DoorDash again. Just wanted to send out a friendly reminder that the last step in your onboarding is making your first delivery. Once complete we will send you out your dasher equipment and you will be all set to earn on your terms (: Do you have a day this week you can spare just 15 minutes to make your first delivery?,Equipment Concerns,TSI-WN-001,
UpF,"Hey there Emily, it's Alex with DoorDash just checking in. It has been busy with deliveries in your area and it is showing no signs of slowing down. There is no better time to be a DoorDash driver. Do you have just a couple minutes to finish your application today?",Personal Circumstances,TSI-WN-001,
UpF,"Hi Emily, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi Reda, you're all set to start delivering with DoorDash. Open the app and start earning today! Reply 'STOP' to opt out",App Issues,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,"Hi Reda, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,Ok,Unclassified,TSI-WN-001,
UpF,"Hi Raymon, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,I did tht,Documents,TSI-WN-001,
UpF,No kirkwoodrayray534@gmail.com,Unclassified,TSI-WN-001,
UpF,My background check,Background Check,TSI-WN-001,
UpF,"Okay, feel free to wait for the background check to process. If you have any questions, feel free to contact DoorDash support 855-431-0459.",Needs Guidance,TSI-WN-001,
UpF,Any chance you were able to do the ID verification? Are you using the account with the email hillrandy784@gmail.com?,Documents,TSI-WN-001,
UpF,Wouldn't you go through,Unclassified,TSI-WN-001,
UpF,Did the app give you any problems to submit that?,App Issues,TSI-WN-001,
UpF,"Hi Nina! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,Ok,Unclassified,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,Hi Nina that is all we need! What papers do you think are needed? It looks like we are missing your ID Verification and background check. Just sign back on the app and it should prompt you to complete that.,Background Check,TSI-WN-001,
UpF,"Ok I would suggest deleting the app and downloading it again, theres always a glitch!",App Issues,TSI-WN-001,
UpF,Yes,Unclassified,TSI-WN-001,
UpF,"I can't do that, Alex because I don't have the proper papers for you.I have a Driver's license.I have a car but that's it",Vehicle Issues,TSI-WN-001,
UpF,"Hi Alexis, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"I'm Driving

- Sent from My Car",Vehicle Issues,TSI-WN-001,
UpF,Give this a try and let me know if anything changes: Open Settings > Go to General > Go to iPhone Storage > Select Driver App > Tap Delete App > Restart phone > Reinstall DoorDash Driver App > Turn wifi OFF( even if not connected) > Reupload your ID and selfie!,App Issues,TSI-WN-001,
UpF,I'm part of the on boarding team but I'm not technical support!,App Issues,TSI-WN-001,
UpF,Are you a support person?,Unclassified,TSI-WN-001,
UpF,It froze when I was applying,Scheduling Issues,TSI-WN-001,
UpF,"Hi! Alex with DoorDash here! Let's get your identity verification completed so we can move forward with your application. 

Can you log into the Dasher app and upload a valid government ID (driver's license, state ID, or passport) along with a selfie? This should only take a couple minutes. Let me know once you've done this or if you need any help.",Needs Guidance,TSI-WN-001,
UpF,No,Unclassified,TSI-WN-001,
UpF,Great! Are you able to log into the Dasher App and submit the identity verification and background check please? Let me know once it's submitted so I can push your application through quicker!,Background Check,TSI-WN-001,
UpF,"Hi! Alex with DoorDash here! Let's get your identity verification completed so we can move forward with your application. 

Can you log into the Dasher app and upload a valid government ID (driver's license, state ID, or passport) along with a selfie? This should only take a couple minutes. Let me know once you've done this or if you need any help.",Needs Guidance,TSI-WN-001,
UpF,Yes,Unclassified,TSI-WN-001,
UpF,Great! Are you able to log into the Dasher App and submit the identity verification and background check please? Let me know once it's submitted so I can push your application through quicker!,Background Check,TSI-WN-001,
UpF,Hi! This is Alex with DoorDash on boarding! I hope things are going well for you! Just checking in to see if you're still interested in finishing the application?,App Issues,TSI-WN-001,
UpF,"Hi Rocqun, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hey there Kelly, it's Alex with DoorDash just checking in. It has been busy with deliveries in your area and it is showing no signs of slowing down. There is no better time to be a DoorDash driver. Do you have just a couple minutes to finish your application today?",Personal Circumstances,TSI-WN-001,
UpF,"Hi Kelly! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,"Hey Kelly, did you call dasher support?",Documents,TSI-WN-001,
UpF,It will say my phone number is incorrect when I put the new phone number in,Scheduling Issues,TSI-WN-001,
UpF,"So I tried putting my new I mean, I put my new phone number in there twice and the second time it wouldn't give me a code. I don't know why.",Needs Guidance,TSI-WN-001,
UpF,"Sorry, I'm unable to assist on this issue. Here are some ways to contact DoorDash support. 1-855-973-1040 help.doordash.com/dashers/s/dasher-support They will reset your phone number",Needs Guidance,TSI-WN-001,
UpF,Are you able to log into your DoorDash food account and change the phone number? Doing so should make the change in your DoorDash Dasher account :),App Issues,TSI-WN-001,
UpF,I can't get in my acct due two second verification not sending code to my phone,App Issues,TSI-WN-001,
UpF,Here is that technical support number. 1-855-973-1040,App Issues,TSI-WN-001,
UpF,They didn't want to help me,Needs Guidance,TSI-WN-001,
UpF,"Hi Nicole, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,The loading,Unclassified,TSI-WN-001,
UpF,Give this a try and let me know if anything changes: Open Settings > Go to General > Go to iPhone Storage > Select Driver App > Tap Delete App > Restart phone > Reinstall DoorDash Driver App > Turn wifi OFF( even if not connected) > Reupload your ID and selfie!,App Issues,TSI-WN-001,
UpF,"Hi Jackson, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,Hi Jackson! just checking in to see if that error with the dasher app worked out with my advice or not.,App Issues,TSI-WN-001,
UpF,Yes we're still interested but needing another phone which I don't have access to at this time,Scheduling Issues,TSI-WN-001,
UpF,"Hi there! Adriana with Doordash, just checking in! It looks like you submitted your application but did not complete it. Submitting your ID Verification and background check are the last steps to start earning. We offer competitive pay, flexible work schedules, and the chance to earn more by working strategically. Are you still interested?",Payment Questions,TSI-WN-001,
UpF,I'm not sure.,Needs Guidance,TSI-WN-001,
UpF,"No problem, I can follow up !",Unclassified,TSI-WN-001,
UpF,ok have a great day,Encouragement,TSI-WN-001,
UpF,Of course!,Unclassified,TSI-WN-001,
UpF,Hi there just checking in to see if you had a chance to complete the application?,App Issues,TSI-WN-001,
UpF,No.,Unclassified,TSI-WN-001,
UpF,The app keeps freezing up and causes my phone to freeze,App Issues,TSI-WN-001,
UpF,Also it is okay if my mother in law and I do it together,Other,TSI-WN-001,
UpF,Do you have another phone or tablet you can try it on?,App Issues,TSI-WN-001,
UpF,"I would suggest deleting the app and downloading the app again, we are currently experiencing a glitch in that part of the process. Please let me know if that does not work!",App Issues,TSI-WN-001,
UpF,no problem! please let us know when that is ready,Scheduling Issues,TSI-WN-001,
UpF,Just cancel it until I'm ready.,Encouragement,TSI-WN-001,
UpF,Thank you,Unclassified,TSI-WN-001,
UpF,I did that. Still freezing up,Documents,TSI-WN-001,
UpF,"Hi Regina! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,I am currently working a 2nd job and my final day is March 6th. Then I will be starting with Door Dash.,Unclassified,TSI-WN-001,True
UpF,Make sure you are logging into the Dasher app using the email we have on file aaron_coleman73@yahoo.com,App Issues,TSI-WN-001,True
UpF,"That sounds great! Once you're ready to start with DoorDash, just remember to complete your background check in the app. It usually takes just a few minutes. If you have any questions or need help with the process, feel free to reach out!",Needs Guidance,TSI-WN-001,True
UpF,"Hi Aaron, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,True
UpF,"Hey Aaron! I noticed that your application is still unfinished. Just wanted to check in and see if you're still interested in joining our team?
If you're ready to complete the process, let me know. Love to have you on board!- Alex with Doordash",App Issues,TSI-WN-001,True
UpF,Hey Aaron! Just checking in to see if you had a chance to start your background check yet. It's the last step before you can start dashing! Let me know if you need any assistance.,Background Check,TSI-WN-001,True
UpF,I will check it right now,Unclassified,TSI-WN-001,True
UpF,Amazing! Have 15-20 min to try DoorDash this week? :),Unclassified,TSI-WN-001,True
UpF,I finished the application and am able to begging dashing!,App Issues,TSI-WN-001,True
UpF,"Hi Emily, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,True
UpF,"It looks like we still need your background check to get started. Just to make sure you qualify; are you at least 18, have a valid drivers license and have a social security number?",Background Check,TSI-WN-001,
UpF,I'm trying,Unclassified,TSI-WN-001,
UpF,Yes,Unclassified,TSI-WN-001,
UpF,Yes,Unclassified,TSI-WN-001,
UpF,Great! Do you have a couple minutes to complete your application today?,App Issues,TSI-WN-001,
UpF,"Great! Let me know when you're able to get to a page that says ""now processing your background check"". The best way to complete the application is through the Dasher app.",Scheduling Issues,TSI-WN-001,
UpF,"Hi Antwan, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi Cleiby, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hi Cleiby, great news! Your city now accepts new Dashers. Go to doordash.com/dasher/signup & click on 'already started signing up' to continue the process. Reply 'STOP' to opt out",Location Questions,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,I got it,Unclassified,TSI-WN-001,
UpF,Stop,Unclassified,TSI-WN-001,
UpF,"Hi India, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hello Alex, yes I'm just waiting until I get paid again to get insurance for my new car given that I'm a new driver.",Vehicle Issues,TSI-WN-001,False
UpF,"Hi Bryce, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,False
UpF,"I see no worries, do you know when you will get that resolved? :)",Scheduling Issues,TSI-WN-001,False
UpF,"Hi Heath, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,"Hey Heath! Just checking in to see if you were able to fill out the application so I can check the status of that and push it forward for you? -Alex, DoorDash Onboarding",App Issues,TSI-WN-001,
UpF,"Hey Alex, are you guys looking for drivers in the Norman, Oklahoma city OK area?",Location Questions,TSI-WN-001,
UpF,"Good Morning! My name is Alex your DoorDash's Account Manager, are you still looking to get started with Doordash? The Demand in your area for dashers is insane! Plus we have just made a ton of promo's available for new dashers around your area! Promo's + Dashing = Lots of Money!",Payment Questions,TSI-WN-001,
UpF,Great News! Your ID has been processed with Doordash now you just need to complete the background check portion of the application! Go to the DoorDash Dasher app and sign in using this email heath.mcloed@gmail.com ! Once signed in make sure to wait a few minutes on the ID processing page as it will refresh into the background check! It takes 3-5 min! Can you fill it out right now or today? Here is the direct link to download the Dasher app! https://www.doordash.com/dasher/app,Scheduling Issues,TSI-WN-001,
UpF,19,Unclassified,TSI-WN-001,
UpF,"Hi Jacinto, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,What is the minimum age to be a dasher,Unclassified,TSI-WN-001,
UpF,"Give this a try and let me know if anything changes: Tap Settings > Go to Apps > Select Driver App > Tap Storage > Clear Cache > Clear Data > Restart your phone> Reinstall DoorDash Driver App > Turn wifi OFF( even if not connected) > Reupload your ID and selfie!

I'll be your Onboarding specialist here to help over the next few weeks! reach out if you need anything or have any questions! -Alex with doordash",Needs Guidance,TSI-WN-001,
UpF,"Hi Cole! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,Hi Cole! just checking in to see if that error with the dasher app worked out with my advice or not. -Alex with Doordash,App Issues,TSI-WN-001,
UpF,,Unclassified,TSI-WN-001,
UpF,"Your system is fucked up, basically",Contact Issues,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,DOORDASH ALERT: Identity verification update needed. Please open and refresh your Dasher app immediately to confirm identity verification status.,App Issues,TSI-WN-001,
UpF,"Hi Brisly, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,You're all set to start dashing! Are you available for a 15-minute dash tonight or tomorrow? I want to ensure your first dash goes smoothly and also get your welcome gift sent out. :),Unclassified,TSI-WN-001,
UpF,"Looks like your ID has been pending longer than usual. Luckily, this is a common glitch! Once you get to the page that says ""currently verifying your identity"", let it sit for a minute and then it should prompt you to complete the background check! Do you have a few minutes to try this again? Let me know so I can check on your results!",Background Check,TSI-WN-001,
UpF,"Hi Emma, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,yes i can try it again,Unclassified,TSI-WN-001,
UpF,it says i'm good to go now,Encouragement,TSI-WN-001,
UpF,"Well I would like to finish the application but when I go to do it says ""we're currently certifying your identity"" which it has almost taken a week to approve",Scheduling Issues,TSI-WN-001,
UpF,STOP,Unclassified,TSI-WN-001,
UpF,Perfect. Let me know when you submit the background check so I can confirm that we've got your completed application and I can check the progress!,Scheduling Issues,TSI-WN-001,
UpF,"No worries, hopefully it comes in soon!",Unclassified,TSI-WN-001,
UpF,Okay great,Encouragement,TSI-WN-001,
UpF,"Hey Broc, any updates on your ID replacement?",Documents,TSI-WN-001,
UpF,"Hi Broc! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,I am supposed to get it on Sunday!,Unclassified,TSI-WN-001,
UpF,"Hope your ID arrives soon! Once you have it, can you complete your identity verification this week to start earning?",Documents,TSI-WN-001,
UpF,Hi Alex! I will finish completing my application. I recently lost my id so I'm just waiting on a replacement!,App Issues,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,Nvm,Unclassified,TSI-WN-001,
UpF,"Hi Josiah! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,"Gotcha, do you still need to take your roadtest?",Unclassified,TSI-WN-001,
UpF,I don't have a license yet just an id,Documents,TSI-WN-001,
UpF,Nope,Unclassified,TSI-WN-001,
UpF,"Hi, Alex from DoorDash. Just checking in to see what I can do to help you finish your application. Keep your 2025 financial goals in sight! We're seeing a lot of orders coming in and I want to help you earn money! Did you have 3 minutes today to finish your application?",Needs Guidance,TSI-WN-001,
UpF,Im just trying to determine your options. If your license is on the way then you can use your Identity Verification and then type in the license number on the Background Check. If you dont have a license at all then we could get you signed up to dash with a bike! I just am asking questions to understand your situation so I can help.,Personal Circumstances,TSI-WN-001,
UpF,"OK, so are you waiting for your license in the mail?",Documents,TSI-WN-001,
UpF,"Hi! It's Alex. You're so close to completing your DoorDash application! Let me know if I can help. Otherwise, finish your application in the app and let's get you earning $$ today!",Needs Guidance,TSI-WN-001,
UpF,"Hi Dylon! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,Partner Sponsor Hertz: https://www.hertz.com/rentacar/rental-car-deals/doordash,Vehicle Issues,TSI-WN-001,
UpF,I'm just searching for cars,Vehicle Issues,TSI-WN-001,
UpF,Sounds great if you have any question before dashing just reach out!Here is a video and more info on how to dash: help.doordash.com/dashers/s/article/New-Dasher-Roadmap,Needs Guidance,TSI-WN-001,
UpF,"Hey Constantine , I have some great news!  I just refreshed your application and see you are 100% clear to start dashing! The last step to your onboarding is to get out there and try a dash so we can make sure you get that extra income smoothly! I'll be here for any questions to help you get started. How soon were you hoping to have a vehicle?",Needs Guidance,TSI-WN-001,
UpF,All good,Encouragement,TSI-WN-001,
UpF,"Hey, this is Alex, I wanted to help you get started with Doordash! I remember you said you were waiting on a new car, has that been resolved?",Needs Guidance,TSI-WN-001,
UpF,"Hey, this is Alex, I wanted to help you get started with Doordash! I remember you said you were waiting on a new car, has that been resolved?",Needs Guidance,TSI-WN-001,
UpF,Thank you,Unclassified,TSI-WN-001,
UpF,Soon hopefully,Unclassified,TSI-WN-001,
UpF,Great you can use any car to earn and deliver! Finding the right car is important! Your application is almost complete. In the meantime can you finish the background check today?,Scheduling Issues,TSI-WN-001,
UpF,Oh yes I did it,Documents,TSI-WN-001,
UpF,"Hi Constantine! This is Alex from DoorDash, I noticed you're close to completing your application. If you don't want to hear from me just reply stop, but how can I help you get on the road and start earning money today?",Needs Guidance,TSI-WN-001,
UpF,You can complete this inn the dasher app please!,App Issues,TSI-WN-001,
UpF,On the app or via text?,App Issues,TSI-WN-001,
UpF,My apologies that was sent in mistake,Unclassified,TSI-WN-001,
UpF,"Hi Constantine, just checking in to see if you were able to fill out the application so I can check the status of that?",App Issues,TSI-WN-001,
UpF,Is it something on our end that is holding you up? It looks like you'll just need to fill out a background check and then you'll be ready to start making money with us. Do you have 3-4 minutes today to get that taken care of ?,Payment Questions,TSI-WN-001,
UpF,"Hi Jose, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,
UpF,Yes,Unclassified,TSI-WN-001,
UpF,Good morning! Were you able to get that background check filled out yesterday? -Alex.,Background Check,TSI-WN-001,
UpF,Do I have to schedule a time to make deliveries?,Scheduling Issues,TSI-WN-001,True
UpF,Hey Shalena! It's Alex with DoorDash. You are all clear to start making money (: The final and most important step is making your first delivery. After that we will get you your equipment sent out and you will be all set to earn on your terms! What day this week do you have just 15 minutes to make your first delivery?,Equipment Concerns,TSI-WN-001,True
UpF,Hey Shalena did that fix the glitch?,App Issues,TSI-WN-001,True
UpF,"Looks like your ID has been pending longer than usual. Luckily this is a common glitch! Try logging in with shalena.shuster@gmail.com on the Dasher app. Once you get to the page that says ""currently verifying your identity"" let it sit for a couple minutes and then it should prompt you to complete the background check! Do you have a few minutes to try this out? Let me know so I can check on your results !",Background Check,TSI-WN-001,True
UpF,"Hi Shalena, I'm Alex, here to assist you with your DoorDash application. If you don't want to hear from me just reply stop, but you're almost done - is there anything holding you back from finishing the application today?",App Issues,TSI-WN-001,True
UpF,It won't let me proceed. It's waiting on verification from your end,Wait Time,TSI-WN-001,True
UpF,I can't just hop on and off when I'm available?,Scheduling Issues,TSI-WN-001,True
UpF,Here is the new dasher guide https://help.doordash.com/dashers/s/article/New-Dasher-Roadmap?language=en_US . When can you get started? It has been super busy with HIGH paying deliveries in your area :),Personal Circumstances,TSI-WN-001,True
UpF,Great to hear you're doing well with Uber! DoorDash often has sign-up promotions. Can you complete your background check today to see if any are available?,Background Check,TSI-WN-001,True
