Inbound_Message,Bucket_ID,Bucket_Title,Suggested_Response_Strategy,Did_Convert,BGC_Conversion
2. Determine if issue is still occurring + try to identify a specific root cause in detailed_troubleshooting based on the Dasher feedback
3. Recommend next troubleshooting steps for specific root cause determined
4. When Dasher has resolved the issue pivot to motivate them to commit to when they are planning on starting",,
Can you check it for me?,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
Can you check on that for me please and thank you,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
Hello my background check came back wondering what I should do,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
Hey I don't get the background check done yet,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
How do I get to the background check,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
How long does the background check take,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
I haven't received an email for the background check,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
I probably do I check,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
I think I have submitted a background check,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
I turned the background check in!,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
It keeps telling me it's in your end and check back in 24-48hrs,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
It me to now it's checking my background,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
It says my background check is pending and it may take up to 3 days. I'm just waiting to be approved I guess. I couldn't do much more from what I could tell,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
"Looks like my background check is done, right?",TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
My background check,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
No I am just waiting on my background cheak,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
Now I'm just waiting for the background check to finish,TSI-BC-001,Waiting on Background Check,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
"Hello, thank you, my account has already been opened.",TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
I had an account prior with shaneduff32@gmail.com,TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
I had another account that was never completed so i tried a new one,TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
It says it got rejected. Is it because of the other account also in my name? I cannot access that one at all,TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
It's now not letting me submit my bank info,TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
yes i'm back and i already finished signing with a different account because i couldn't log in to the other one,TSI-BI-001,Keeps Asking for Bank Info / App stuck asking for Direct Deposit ,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
I went back in and finished uploading my information,TSI-CB-001,Constant Buffering / App Stuck Buffering / Infinite Loading Ring,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
It seems to be stuck on the signing up page or does it take a while,TSI-CB-001,Constant Buffering / App Stuck Buffering / Infinite Loading Ring,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
It's stuck here,TSI-CB-001,Constant Buffering / App Stuck Buffering / Infinite Loading Ring,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
The loading,TSI-CB-001,Constant Buffering / App Stuck Buffering / Infinite Loading Ring,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
"No thank you, I downloaded that in error",TSI-CV-001,Create Shift V2 Error,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
Yeah so it won't let me complete the application it says this take 5 minutes then says error try again,TSI-CV-001,Create Shift V2 Error,"1. Recommend general troubleshooting steps
2. Determine if issue is still occurring + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
Hi Alex was just trying to to get login in,TSI-LI-001,Login Issues,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
I can't sign in how do you expect me to do it,TSI-LI-001,Login Issues,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
"Liked ""Got it. If you login again and stay on the 24-48 v...""",TSI-LI-001,Login Issues,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
For purchasing orders?,TSI-NO-001,Unable to Accept Orders,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
Sending me orders,TSI-NO-001,Unable to Accept Orders,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
"I don't see any red zones anymore, only white flames",TSI-NR-001,No Red Zones / No Hot Zones / No Red Area,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
"Is that a chain? I feel like I've heard of that name recently.. 

Yes for sure! Matcha has an earthy taste it may not be suited for everyone.. but definitely worth a shot 

I'm not a fan of coffee too much hence the matcha 😂",TSI-WN-001,Wrong Name on Account,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
It just takes me to a black screen,TSI-WS-001,White Screen,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
It wouldn't let me complete it it just goes to a white screen and does nothing,TSI-WS-001,White Screen,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",True,True
It's the screen right after it verified me,TSI-WS-001,White Screen,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,True
Last 2 are the same screenshots,TSI-WS-001,White Screen,"1. Follow general troubleshooting steps
2. Determine if issue is still occurring after each step + try to identify a specific root cause
3. If Dasher has resolved the issue pivot to motivate them to start dashing today or tomorrow.",,
.*,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
1 second,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
5055149194,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
:),UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"A few things, I'll be completing it soon",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Agorita la yeno,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ah okay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Alex i have tried everything and cannot get my camera to take the selfie,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
All good,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Also it is okay if my mother in law and I do it together,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Ard,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Are you a support person?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Are you the one that just called?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
As soon as possible,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
At5pm,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
August,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Awesome thank you!!!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Aún no tengo transporte,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Bea,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Bueno ya lo ago para keme yameme para ir atrabajar,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
But it was 2 days ago I sent it in,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Bye,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Can I start today ?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Can you actually cancel my application?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Can you send me the link?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Can't get past this...,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Could you help me finish signing up?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Couldn't get my picture to take,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
DL,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
DROP,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Deme el enlase,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Dentener,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Do you mind sending the link to complete,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Does the app cost to download?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Doing the demo now thanks I think I'm good 👍 unless something I need to know,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Done 👍,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"Désolé si cette question vous met mal à l'aise, mon cœur.",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Estoy en el metro milwuakee así al sur,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Everything is good now,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"Fields just keep disappearing
I wanna go to a T-Mobile.",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Finally downloaded app,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
For some reason the app blacked out on my phone so I guess I need to uninstall and reinstall,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Fuck uuuuuu,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Going to finish it up soon as I can,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Going to take my phone to T mobile store,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
"Good, maybe today.",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Got it. Thank you!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Got my 1st one in today pretty smooth,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Gracias,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Graciasss,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Had to pull over,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
He's going to be my Runner running and get food or whatever the case is or dropping it off. It helps him get past some of his social anxiety as well,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hello,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Help,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Help me complete the application process,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hey,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hey,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hey Alex,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hey Alex,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hey Alex I'm finished sorry for the delay,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hey Alex thank you I'll try and get it finished today,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hey can you give me a call back,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hey thank you I was going to finish application today,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"Hi 
As i am new to dorash how can i get deliveries",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Hi Alex,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Hi Alex. I finished the application,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Hi alex,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
"Hi alex, nice to meet you!",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
Hi what do I put down for that part?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
"Hi, what do I have to do? The other person told me to go to the indii app if it is",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hola si me gustaria comenzar a generar ingresos,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"Hola, sí gracias",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hopefully by next week,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Hours,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
How are you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
How do I do that?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
How do I re submit it?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"I actually am partaking in a gathering to watch the Lakers, but if I'm cleared and are able to would I just be able to take an order on the app?",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I am calling them right now,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I am only 18 instead of 19,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I am reporting you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I am reporting your business to the police,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I am supposed to get it on Sunday!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I applied and was verified within the day so it was quick to get started,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I can do it tonight,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I can do that myself,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I can even talk right,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I can finish the application,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I can try again to upload it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"I can try it out soon, thank you for your help Alex

Your enthusiasm is contagious lol",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I can't do it today but hopefully tomorrow,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I can't get my profile picture captured.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I can't get the application to load,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I can't just hop on and off when I'm available?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"I completed my end of it just waiting to hear back from you,",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
I do,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I do tomorrow,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I don't have a lisense,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I don't have social,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I don't know what I need to do next actually,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I don't understand,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I finished it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I finished my app,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I finished up a couple hours ago,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I found something else,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I got a message from the app about getting it set forward.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
I got it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I got it!!!!!!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I have one more question,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I have theresafarias620@gmail.com,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I keep getting redirected to the FAQ page. This is frustrating,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I mean no I can do like four p.m.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I mean nothing is wrong,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I need hep,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I need my number changed,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I received this offer but I do not have a pizza bag.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I should be ready to complete it this afternoon.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I submitted,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I submitted,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I submitted an form again,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I submitted it again,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
"I submitted it this weekend, how long does it take?",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"I think it's my cloud storage or something, but it won't let me download the app as soon as I can I'll be ready",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,False,True
I think so,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I thought I finished it.  I was just waiting for them to get back to me.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I thought it was done,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I tried and it kicked me out,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I tried both,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I turn 19 in march 15,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I want to earn extra cash,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I was able to finish my registration,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I was like this,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
"I was told i'm not old enough, I'm 18",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"I won't be doing it any longer, thank you",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'll finish it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I'll finish it today,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I'll try it now,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I'm 18 I have to be 19,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm going to finish now are you here to help ?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I'm here trying to pick up the order and it's saying I'm not here,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I'm here 🛬,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm just waiting to hear back,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I'm no longer interested but thank you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm not able to find the live chat,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm not able to start today.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I'm not sure,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I'm not sure.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"I'm out, but thanks anyway.",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm ready,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm ready t9 finish the application,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
I'm ready to finish it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm trying,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
I'm trying to get back to it.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
I'm unable to complete the application,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
If you open a review what does that do?,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Im 18,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Im interested  on finishing my application,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Iphone,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Is it open now,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Is this a bot,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Is tomorrow okay? I'm dealing with something in my personal life right now,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It doesn't let me register,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It froze when I was applying,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It keeps telling me this but it's been since like Wednesday or Thursday already,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
It went really well. I'm looking forward to a lot of hours this weekend. 5-10 days is great. Thank you,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
It won't let me,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It wouldn't let me finish,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
It's all good. Thank you for your help!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It's not doing it,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
It's not letting me access my camera,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It's not letting me finish sign up on my computer it says unauthorized how do I get that fixed so I can finish finish my application I can do it on my phone not on computer,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"It's off-topic; I'm not sure if you can answer or not, but you should follow me on Instagram, and we can be mutuals.",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It's okay I don't wanna do it anymore,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
It's trying to load  my phone lagging,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Its all good,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Just about done with application.  Would like to start as soon as possible,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,True
Just cancel it until I'm ready.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Just need to download the app,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Just wanted to make sure all my info is secure think that's what was holding me back to,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
"Kk. Thanks, you as well",UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Let me try that!,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Listo,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Louisiana,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Mail,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Maybe gfolse1985@gmail.com,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Maybe tomorrow evening.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Mire casi notengo saldo y pues Nome abre,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
Muchas gracias,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Muchas gracias,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
My son is 17 so he's going to be helping me.  I'm old lol.,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
Never mind I just got verified,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,True,True
No,UNCLASSIFIED,Unclassified,Use general engagement and discovery questions,,
